,public_metrics,created_at,id,text,entities,context_annotations
15,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 33, 'quote_count': 0}",2020-12-29T17:10:16.000Z,1343967585738633216,@SrinivasR1729 Any fever? Sense of smell?,"{'mentions': [{'start': 0, 'end': 14, 'username': 'SrinivasR1729'}]}",
16,"{'retweet_count': 37, 'reply_count': 11, 'like_count': 308, 'quote_count': 2}",2020-12-29T15:50:31.000Z,1343947512730759169,This part in Fooled by Randomness was inspired by the psychology of depositors in #Lebanon who enjoyed steady AND high returns. This lasted an additional two decades. https://t.co/MXEzM3rsWg,"{'hashtags': [{'start': 82, 'end': 90, 'tag': 'Lebanon'}], 'urls': [{'start': 167, 'end': 190, 'url': 'https://t.co/MXEzM3rsWg', 'expanded_url': 'https://twitter.com/sandeepfractal/status/1343941092190904320', 'display_url': 'twitter.com/sandeepfractal…'}]}","[{'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '1129090662622588930', 'name': 'Psychology'}}]"
17,"{'retweet_count': 16, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2020-12-29T14:48:47.000Z,1343931978488414208,"RT @nntaleb: @ParisAeroport is blaming @AirFrance. It's their buses that are not ventilated, where passengers are packed like sardines. The…","{'mentions': [{'start': 3, 'end': 11, 'username': 'nntaleb'}, {'start': 13, 'end': 27, 'username': 'ParisAeroport'}, {'start': 39, 'end': 49, 'username': 'airfrance'}]}","[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597302226944', 'name': 'Transportation'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596144668673', 'name': 'Airline'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '865153694274174977', 'name': 'AirFrance', 'description': 'AirFrance'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '839159814991167489', 'name': 'Travel', 'description': 'Travel'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '839160129752686593', 'name': 'General Travel', 'description': 'General Travel'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '849076200261603328', 'name': 'Air travel', 'description': 'Air travel'}}]"
18,"{'retweet_count': 16, 'reply_count': 7, 'like_count': 147, 'quote_count': 1}",2020-12-29T14:48:10.000Z,1343931824414715905,"@ParisAeroport is blaming @AirFrance. It's their buses that are not ventilated, where passengers are packed like sardines. There are windows but they locked them.

https://t.co/3orZcP4r7m","{'mentions': [{'start': 0, 'end': 14, 'username': 'ParisAeroport'}, {'start': 26, 'end': 36, 'username': 'airfrance'}], 'urls': [{'start': 164, 'end': 187, 'url': 'https://t.co/3orZcP4r7m', 'expanded_url': 'https://twitter.com/JamesMarsh79/status/1343926349468151808?s=20', 'display_url': 'twitter.com/JamesMarsh79/s…'}]}","[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597302226944', 'name': 'Transportation'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596144668673', 'name': 'Airline'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '865153694274174977', 'name': 'AirFrance', 'description': 'AirFrance'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '839159814991167489', 'name': 'Travel', 'description': 'Travel'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '839160129752686593', 'name': 'General Travel', 'description': 'General Travel'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '849076200261603328', 'name': 'Air travel', 'description': 'Air travel'}}]"
19,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",2020-12-29T13:30:07.000Z,1343912182933835777,@GreenPlusAnE @imleslahdin @BzhClair @SaadMaan15 @nico_duarig https://t.co/xWnXR0GJdbمقدمة_ابن_خلدون,"{'mentions': [{'start': 0, 'end': 13, 'username': 'GreenPlusAnE'}, {'start': 14, 'end': 26, 'username': 'imleslahdin'}, {'start': 27, 'end': 36, 'username': 'BzhClair'}, {'start': 37, 'end': 48, 'username': 'SaadMaan15'}, {'start': 49, 'end': 61, 'username': 'nico_duarig'}], 'urls': [{'start': 62, 'end': 85, 'url': 'https://t.co/xWnXR0GJdb', 'expanded_url': 'https://ar.wikisource.org/wiki/', 'display_url': 'ar.wikisource.org/wiki/'}]}",
20,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 4, 'quote_count': 0}",2020-12-29T13:28:16.000Z,1343911717454143488,"@GreenPlusAnE @imleslahdin @BzhClair @SaadMaan15 @nico_duarig العمران vs 
 العصبية","{'mentions': [{'start': 0, 'end': 13, 'username': 'GreenPlusAnE'}, {'start': 14, 'end': 26, 'username': 'imleslahdin'}, {'start': 27, 'end': 36, 'username': 'BzhClair'}, {'start': 37, 'end': 48, 'username': 'SaadMaan15'}, {'start': 49, 'end': 61, 'username': 'nico_duarig'}]}",
21,"{'retweet_count': 3, 'reply_count': 1, 'like_count': 11, 'quote_count': 1}",2020-12-28T23:01:26.000Z,1343693569463365632,"@BzhClair @SaadMaan15 @nico_duarig Je vois le nationalism occidental comme element rural contre l'urbanism mediterranéen localiste.
Le monde rural =&gt;Trains. Monde maritime n'a pas besoin de cela.
Voila la grande difference.","{'mentions': [{'start': 0, 'end': 9, 'username': 'BzhClair'}, {'start': 10, 'end': 21, 'username': 'SaadMaan15'}, {'start': 22, 'end': 34, 'username': 'nico_duarig'}]}",
22,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 9, 'quote_count': 0}",2020-12-28T22:59:11.000Z,1343693005702754305,@BzhClair @SaadMaan15 @nico_duarig Je dois voir si Ibn Khaldoun a ecrit dessus avec sa dichotomie ville/desert.,"{'mentions': [{'start': 0, 'end': 9, 'username': 'BzhClair'}, {'start': 10, 'end': 21, 'username': 'SaadMaan15'}, {'start': 22, 'end': 34, 'username': 'nico_duarig'}]}",
23,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 7, 'quote_count': 0}",2020-12-28T22:58:19.000Z,1343692785724092420,@BzhClair @SaadMaan15 @nico_duarig Memes les Pheniciens preferaient aller vers les ressources en Mediterranée plutot que les planter sur place.,"{'mentions': [{'start': 0, 'end': 9, 'username': 'BzhClair'}, {'start': 10, 'end': 21, 'username': 'SaadMaan15'}, {'start': 22, 'end': 34, 'username': 'nico_duarig'}]}",
24,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 6, 'quote_count': 0}",2020-12-28T22:56:56.000Z,1343692438133743616,"@BzhClair @SaadMaan15 @nico_duarig C'est un probleme de culture.
L'Orient a abandonné la roue pour le chameau, apres 4000 ans de roue! En effect le chameau marche mieux...
Les nomades vont vers l'eau plutot que le contraire.

En Syrie les villages qui ont des origines Arabes mangent des produits laitiers (pastorl)","{'mentions': [{'start': 0, 'end': 9, 'username': 'BzhClair'}, {'start': 10, 'end': 21, 'username': 'SaadMaan15'}, {'start': 22, 'end': 34, 'username': 'nico_duarig'}]}",
25,"{'retweet_count': 119, 'reply_count': 51, 'like_count': 915, 'quote_count': 5}",2020-12-27T16:41:26.000Z,1343235550774513667,A skilled and intelligent crook is someone who can fool people into thinking he/she is honest.  Only the unskilled ones are detected. https://t.co/nqjBXsJzwx,"{'urls': [{'start': 134, 'end': 157, 'url': 'https://t.co/nqjBXsJzwx', 'expanded_url': 'https://twitter.com/HomegrownJoan/status/1343199417659219968', 'display_url': 'twitter.com/HomegrownJoan/…'}]}","[{'domain': {'id': '119', 'name': 'Holiday', 'description': 'Holidays like Christmas or Halloween'}, 'entity': {'id': '1250078501849280512', 'name': 'Christmas', 'description': 'This entity includes all conversations for Christmas for all years.'}}]"
26,"{'retweet_count': 18, 'reply_count': 9, 'like_count': 91, 'quote_count': 1}",2020-12-27T16:01:19.000Z,1343225456569540608,Errors corrected https://t.co/lPqqnwEbl7,"{'urls': [{'start': 17, 'end': 40, 'url': 'https://t.co/lPqqnwEbl7', 'expanded_url': 'https://twitter.com/nntaleb/status/1343225456569540608/photo/1', 'display_url': 'pic.twitter.com/lPqqnwEbl7'}]}",
27,"{'retweet_count': 2, 'reply_count': 3, 'like_count': 21, 'quote_count': 0}",2020-12-27T15:17:04.000Z,1343214321103499266,@normonics Massachusetts Organization for Addiction Recovery?,"{'annotations': [{'start': 11, 'end': 23, 'probability': 0.5346, 'type': 'Place', 'normalized_text': 'Massachusetts'}], 'mentions': [{'start': 0, 'end': 10, 'username': 'normonics'}]}",
28,"{'retweet_count': 2, 'reply_count': 4, 'like_count': 15, 'quote_count': 0}",2020-12-27T15:08:21.000Z,1343212128602386433,@normonics Moar?,"{'mentions': [{'start': 0, 'end': 10, 'username': 'normonics'}]}",
29,"{'retweet_count': 0, 'reply_count': 7, 'like_count': 11, 'quote_count': 0}",2020-12-27T15:00:33.000Z,1343210163390578689,@normonics Which one of his books?,"{'mentions': [{'start': 0, 'end': 10, 'username': 'normonics'}]}",
30,"{'retweet_count': 44, 'reply_count': 12, 'like_count': 320, 'quote_count': 3}",2020-12-27T14:23:48.000Z,1343200917580099584,https://t.co/FXq1qdBRDA,"{'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/FXq1qdBRDA', 'expanded_url': 'https://twitter.com/nntaleb/status/1343200917580099584/photo/1', 'display_url': 'pic.twitter.com/FXq1qdBRDA'}]}",
31,"{'retweet_count': 1, 'reply_count': 2, 'like_count': 11, 'quote_count': 0}",2020-12-27T10:51:39.000Z,1343147524794822656,@QuantVol I block bullshitters,"{'mentions': [{'start': 0, 'end': 9, 'username': 'QuantVol'}]}",
32,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 16, 'quote_count': 1}",2020-12-27T01:25:07.000Z,1343004952642412544,@1HassanK Not when mu is positive,"{'mentions': [{'start': 0, 'end': 9, 'username': '1HassanK'}]}",
33,"{'retweet_count': 81, 'reply_count': 33, 'like_count': 738, 'quote_count': 6}",2020-12-27T01:04:34.000Z,1342999782978158597,The Lindy Chapter is done (for technical stuff). What is left is some explanations/background furniture. https://t.co/aXMH78u9qM,"{'annotations': [{'start': 4, 'end': 16, 'probability': 0.1929, 'type': 'Other', 'normalized_text': 'Lindy Chapter'}], 'urls': [{'start': 105, 'end': 128, 'url': 'https://t.co/aXMH78u9qM', 'expanded_url': 'https://twitter.com/nntaleb/status/1342999782978158597/photo/1', 'display_url': 'pic.twitter.com/aXMH78u9qM'}, {'start': 105, 'end': 128, 'url': 'https://t.co/aXMH78u9qM', 'expanded_url': 'https://twitter.com/nntaleb/status/1342999782978158597/photo/1', 'display_url': 'pic.twitter.com/aXMH78u9qM'}, {'start': 105, 'end': 128, 'url': 'https://t.co/aXMH78u9qM', 'expanded_url': 'https://twitter.com/nntaleb/status/1342999782978158597/photo/1', 'display_url': 'pic.twitter.com/aXMH78u9qM'}]}",
34,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",2020-12-26T19:01:24.000Z,1342908387122622465,"@mradassaad @SrinivasR1729 Convergence, my friend.","{'mentions': [{'start': 0, 'end': 11, 'username': 'mradassaad'}, {'start': 12, 'end': 26, 'username': 'SrinivasR1729'}]}",
35,"{'retweet_count': 5, 'reply_count': 4, 'like_count': 53, 'quote_count': 1}",2020-12-26T18:22:46.000Z,1342898667364245506,@SrinivasR1729 Turn into a polynomial https://t.co/1PB9ctIHJ4,"{'mentions': [{'start': 0, 'end': 14, 'username': 'SrinivasR1729'}], 'urls': [{'start': 38, 'end': 61, 'url': 'https://t.co/1PB9ctIHJ4', 'expanded_url': 'https://twitter.com/nntaleb/status/1342898667364245506/photo/1', 'display_url': 'pic.twitter.com/1PB9ctIHJ4'}]}",
36,"{'retweet_count': 31, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2020-12-25T23:25:35.000Z,1342612486235815941,RT @mb_ir: Call for paper: https://t.co/tEm4ZTHs3M https://t.co/1B4raBxb4C,"{'mentions': [{'start': 3, 'end': 9, 'username': 'mb_ir'}], 'urls': [{'start': 27, 'end': 50, 'url': 'https://t.co/tEm4ZTHs3M', 'expanded_url': 'https://stemacademicpress.com/cfp', 'display_url': 'stemacademicpress.com/cfp'}, {'start': 51, 'end': 74, 'url': 'https://t.co/1B4raBxb4C', 'expanded_url': 'https://twitter.com/mb_ir/status/1342587624884596736/photo/1', 'display_url': 'pic.twitter.com/1B4raBxb4C'}]}",
37,"{'retweet_count': 1, 'reply_count': 2, 'like_count': 15, 'quote_count': 0}",2020-12-25T23:01:15.000Z,1342606362652585984,"@byzantinepower Mistakes, plenty.
Ajam= Persion. Franj = Western European.
Arabs didn't subscribe to the Shem/Japhet theory","{'mentions': [{'start': 0, 'end': 15, 'username': 'byzantinepower'}]}",
38,"{'retweet_count': 1, 'reply_count': 8, 'like_count': 38, 'quote_count': 0}",2020-12-25T17:22:44.000Z,1342521169401028609,"@Spfannenschmidt It is Orthodox also today (Greek, not Russian)","{'mentions': [{'start': 0, 'end': 16, 'username': 'Spfannenschmidt'}]}",
39,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",2020-12-25T11:14:15.000Z,1342428436778938369,@magdaboudagher @PZalloua Ad vitam aeternam.,"{'mentions': [{'start': 0, 'end': 15, 'username': 'magdaboudagher'}, {'start': 16, 'end': 25, 'username': 'PZalloua'}]}",
40,"{'retweet_count': 6676, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2020-12-24T19:10:38.000Z,1342185936961089538,"RT @justinamash: I’m all for the pardon power, but it should be used in all instances to cure injustices, not to help friends and associate…","{'mentions': [{'start': 3, 'end': 15, 'username': 'justinamash'}]}","[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '981249633048436736', 'name': 'Justin Amash', 'description': 'US Representative Justin Amash (MI-03)'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '981249633048436736', 'name': 'Justin Amash', 'description': 'US Representative Justin Amash (MI-03)'}}]"
41,"{'retweet_count': 9, 'reply_count': 7, 'like_count': 79, 'quote_count': 2}",2020-12-24T15:25:35.000Z,1342129301416718336,Added another 2 pages while fighting with @ParisAeroport https://t.co/8aTrD8TKL7,"{'mentions': [{'start': 42, 'end': 56, 'username': 'ParisAeroport'}], 'urls': [{'start': 57, 'end': 80, 'url': 'https://t.co/8aTrD8TKL7', 'expanded_url': 'https://twitter.com/nntaleb/status/1342129301416718336/photo/1', 'display_url': 'pic.twitter.com/8aTrD8TKL7'}, {'start': 57, 'end': 80, 'url': 'https://t.co/8aTrD8TKL7', 'expanded_url': 'https://twitter.com/nntaleb/status/1342129301416718336/photo/1', 'display_url': 'pic.twitter.com/8aTrD8TKL7'}]}",
42,"{'retweet_count': 30, 'reply_count': 30, 'like_count': 432, 'quote_count': 9}",2020-12-24T15:23:01.000Z,1342128656437669891,How can @ParisAeroport  be so incompetent? https://t.co/TD2Y6g7GhR,"{'mentions': [{'start': 8, 'end': 22, 'username': 'ParisAeroport'}], 'urls': [{'start': 43, 'end': 66, 'url': 'https://t.co/TD2Y6g7GhR', 'expanded_url': 'https://twitter.com/nntaleb/status/1342128656437669891/photo/1', 'display_url': 'pic.twitter.com/TD2Y6g7GhR'}]}",
43,"{'retweet_count': 38, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2020-12-24T14:38:28.000Z,1342117443544756224,RT @nntaleb: @ParisAeroport @airfrance @AirFranceFR 1) Why don't you open the windows (as in Japan)? I tried;they were blocked. Disinfectin…,"{'annotations': [{'start': 93, 'end': 97, 'probability': 0.9658, 'type': 'Place', 'normalized_text': 'Japan'}], 'mentions': [{'start': 3, 'end': 11, 'username': 'nntaleb'}, {'start': 13, 'end': 27, 'username': 'ParisAeroport'}, {'start': 28, 'end': 38, 'username': 'airfrance'}, {'start': 39, 'end': 51, 'username': 'AirFranceFR'}]}","[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597302226944', 'name': 'Transportation'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596144668673', 'name': 'Airline'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '865153694274174977', 'name': 'AirFrance', 'description': 'AirFrance'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '839159814991167489', 'name': 'Travel', 'description': 'Travel'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '839160129752686593', 'name': 'General Travel', 'description': 'General Travel'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '849076200261603328', 'name': 'Air travel', 'description': 'Air travel'}}]"
44,"{'retweet_count': 38, 'reply_count': 21, 'like_count': 324, 'quote_count': 5}",2020-12-24T14:29:53.000Z,1342115284870701056,"@ParisAeroport @airfrance @AirFranceFR 1) Why don't you open the windows (as in Japan)? I tried;they were blocked. Disinfecting an empty bus is not sufficient: the CENTRAL risk is a passenger breathing in my face &amp; the accumulation of viral load.

2) Why do you pack pple like sardines? No distancing! Why so silly?","{'annotations': [{'start': 80, 'end': 84, 'probability': 0.9278, 'type': 'Place', 'normalized_text': 'Japan'}], 'mentions': [{'start': 0, 'end': 14, 'username': 'ParisAeroport'}, {'start': 15, 'end': 25, 'username': 'airfrance'}, {'start': 26, 'end': 38, 'username': 'AirFranceFR'}]}","[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597302226944', 'name': 'Transportation'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596144668673', 'name': 'Airline'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '865153694274174977', 'name': 'AirFrance', 'description': 'AirFrance'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '839159814991167489', 'name': 'Travel', 'description': 'Travel'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '839160129752686593', 'name': 'General Travel', 'description': 'General Travel'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '849076200261603328', 'name': 'Air travel', 'description': 'Air travel'}}]"
