,created_at,public_metrics,text,entities,id,context_annotations
328,2020-07-10T21:53:19.000Z,"{'retweet_count': 34, 'reply_count': 30, 'like_count': 594, 'quote_count': 6}","New pod - Episode 5, drops later today. https://t.co/IlHrorMBKd","{'urls': [{'start': 40, 'end': 63, 'url': 'https://t.co/IlHrorMBKd', 'expanded_url': 'https://twitter.com/theallinpod/status/1281680838342537217', 'display_url': 'twitter.com/theallinpod/st…'}]}",1281708101905690625,
329,2020-07-10T16:44:53.000Z,"{'retweet_count': 18, 'reply_count': 45, 'like_count': 285, 'quote_count': 1}","A few years ago, this risk equation was 100% and 0%. 

In a few years from now, it’s probably 70/30. 

Within 7-10 years, it’s likely 50/50. That’s a coin flip!

When you see this trend, buying the cheap insurance can be very profitable.",,1281630484271751174,
330,2020-07-10T16:44:53.000Z,"{'retweet_count': 12, 'reply_count': 4, 'like_count': 149, 'quote_count': 0}","When you look at any of these items discretely, you can discount them sufficiently so as to not overly change the value horizon BUT when you layer these probabilities, the risk changes. 

In 80% of cases, nothing changes. 

In 20% of cases, there may be market value destruction.",,1281630482845675520,
331,2020-07-10T16:44:52.000Z,"{'retweet_count': 19, 'reply_count': 9, 'like_count': 178, 'quote_count': 2}","3. Anti-trust - A quick search of ongoing regulatory flare ups shows this trend is at the beginning and not the end. 

As of July10, AL is the only US State NOT holding an anti-trust investigation into $GOOG.","{'annotations': [{'start': 125, 'end': 134, 'probability': 0.2266, 'type': 'Place', 'normalized_text': 'July10, AL'}, {'start': 148, 'end': 155, 'probability': 0.4615, 'type': 'Organization', 'normalized_text': 'US State'}], 'cashtags': [{'start': 202, 'end': 207, 'tag': 'GOOG'}]}",1281630479951605761,"[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10043803050', 'name': 'Alphabet Inc.'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847529762566230016', 'name': 'Business and finance', 'description': 'Business'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '847888632711061504', 'name': 'Personal finance', 'description': 'Personal finance'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '847894852779900928', 'name': 'Stocks & indices', 'description': 'Stocks'}}]"
332,2020-07-10T16:44:52.000Z,"{'retweet_count': 11, 'reply_count': 4, 'like_count': 149, 'quote_count': 1}","3. Taxes - with governments crippled economically because of the pandemic, they will search for as many new “do no harm” forms of revenue. 

IE, The EU, broadly, will look at taxes until they get their pound of flesh from any company operating there.",,1281630477787357186,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]"
333,2020-07-10T16:44:51.000Z,"{'retweet_count': 6, 'reply_count': 6, 'like_count': 129, 'quote_count': 1}","For customers, regulation could slow down their velocity of spend. A good recent example was the advertiser boycott on $FB. 

If regulations on hate speech, free speech get stricter for $FB and $GOOG, it becomes harder to monetize all impressions and will make ad rules stricter.","{'annotations': [{'start': 119, 'end': 121, 'probability': 0.5228, 'type': 'Organization', 'normalized_text': '$FB'}, {'start': 186, 'end': 188, 'probability': 0.6217, 'type': 'Organization', 'normalized_text': '$FB'}], 'cashtags': [{'start': 119, 'end': 122, 'tag': 'FB'}, {'start': 186, 'end': 189, 'tag': 'FB'}, {'start': 194, 'end': 199, 'tag': 'GOOG'}]}",1281630475975421953,"[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10043803050', 'name': 'Alphabet Inc.'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847529762566230016', 'name': 'Business and finance', 'description': 'Business'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '847888632711061504', 'name': 'Personal finance', 'description': 'Personal finance'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '847894852779900928', 'name': 'Stocks & indices', 'description': 'Stocks'}}]"
334,2020-07-10T16:44:51.000Z,"{'retweet_count': 6, 'reply_count': 2, 'like_count': 154, 'quote_count': 1}","It stands to reason then that they will find all kinds of ways over the next many years to reinforce THEIR incumbency and legislate using old and new laws to slow these new kingmakers down. 

The result is a more brittle product that drives users to go elsewhere (#1).",,1281630473974714369,
335,2020-07-10T16:44:50.000Z,"{'retweet_count': 15, 'reply_count': 9, 'like_count': 243, 'quote_count': 1}","2. Regulation - Governments around the world increasingly feel threatened by $FB and $GOOG. 

The most basic encapsulation is that $FB and $GOOG threaten to disrupt the business model of allocating and distributing political power.","{'annotations': [{'start': 77, 'end': 79, 'probability': 0.8523, 'type': 'Organization', 'normalized_text': '$FB'}, {'start': 85, 'end': 89, 'probability': 0.4899, 'type': 'Organization', 'normalized_text': '$GOOG'}, {'start': 131, 'end': 133, 'probability': 0.5594, 'type': 'Organization', 'normalized_text': '$FB'}], 'cashtags': [{'start': 77, 'end': 80, 'tag': 'FB'}, {'start': 85, 'end': 90, 'tag': 'GOOG'}, {'start': 131, 'end': 134, 'tag': 'FB'}, {'start': 139, 'end': 144, 'tag': 'GOOG'}]}",1281630471634317312,"[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10043803050', 'name': 'Alphabet Inc.'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847529762566230016', 'name': 'Business and finance', 'description': 'Business'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '847888632711061504', 'name': 'Personal finance', 'description': 'Personal finance'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '847894852779900928', 'name': 'Stocks & indices', 'description': 'Stocks'}}]"
336,2020-07-10T16:44:49.000Z,"{'retweet_count': 8, 'reply_count': 2, 'like_count': 180, 'quote_count': 0}",So product surface area will become more brittle over time despite the best of intentions and product vision. This will lead to better short term profitability but longer term churn of users.,,1281630468937400320,
337,2020-07-10T16:44:49.000Z,"{'retweet_count': 12, 'reply_count': 4, 'like_count': 223, 'quote_count': 1}","This tension is at odds for incumbent products which is why new products take shape and gain share elsewhere.

BigTech’s historic solution was M&amp;A. But this is now impossible save for a few tiny acquihires. 

Even modest M&amp;A like Google + Fitbit takes years now...","{'annotations': [{'start': 230, 'end': 244, 'probability': 0.6029, 'type': 'Product', 'normalized_text': 'Google + Fitbit'}]}",1281630467343577089,"[{'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10042847655', 'name': 'Fitbit'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '872553326499422208', 'name': 'Fitness', 'description': 'Fitness'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '903303816698671104', 'name': 'Wellness and health', 'description': 'Wellness & Health'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '917853669017624576', 'name': 'Fitness Brands', 'description': 'Fitness Brands'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '918538050610782208', 'name': 'Wellness and health brands', 'description': 'Brands (Wellness & Health)'}}]"
338,2020-07-10T16:44:48.000Z,"{'retweet_count': 23, 'reply_count': 11, 'like_count': 291, 'quote_count': 3}","At the same time, the customers of incumbents want predictability. The customers are the advertisers. 

The users are the feedstock. The feedstock needs to be constantly entertained or they churn. 

See rise of TikTok vs IG if unsure... https://t.co/hxW6ss3Kcd","{'urls': [{'start': 237, 'end': 260, 'url': 'https://t.co/hxW6ss3Kcd', 'expanded_url': 'https://twitter.com/chamath/status/1281630463858114560/photo/1', 'display_url': 'pic.twitter.com/hxW6ss3Kcd'}]}",1281630463858114560,"[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596157181956', 'name': 'Online Site'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1258850496674058240', 'name': 'Tiktok'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10041893684', 'name': 'Instagram'}}]"
339,2020-07-10T16:44:47.000Z,"{'retweet_count': 47, 'reply_count': 12, 'like_count': 520, 'quote_count': 10}","1. New product experiences - BigTech has a huge yearly R&amp;D budget. In fact, with two years’ worth of R&amp;D, BigTech could recreate the Apollo program. 

But they haven’t. Why?

Incumbency’s biggest drawbacks are lack of creativity, sloth, internecine politics and waste.",,1281630459286286336,
340,2020-07-10T16:44:47.000Z,"{'retweet_count': 26, 'reply_count': 4, 'like_count': 368, 'quote_count': 4}","BigTech’s long term success is no longer about better products. 

They are incumbents and their success is now a multi-variate/multi-dimensional problem of competition, anti-trust, tax and regulatory multiplied by EVERY city, state, country and jurisdiction in which the operate.",,1281630458451644421,
341,2020-07-10T16:44:47.000Z,"{'retweet_count': 486, 'reply_count': 185, 'like_count': 2666, 'quote_count': 129}","The growing short case on $FB and $GOOG:

1. New product experiences
2. Regulation
3. Taxes
4. Anti-trust

If you have the capital/stomach for a 5yr+ bet, here’s how I’d build the short case...","{'annotations': [{'start': 26, 'end': 28, 'probability': 0.6239, 'type': 'Organization', 'normalized_text': '$FB'}], 'cashtags': [{'start': 26, 'end': 29, 'tag': 'FB'}, {'start': 34, 'end': 39, 'tag': 'GOOG'}]}",1281630456807452677,"[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10043803050', 'name': 'Alphabet Inc.'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847529762566230016', 'name': 'Business and finance', 'description': 'Business'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '847888632711061504', 'name': 'Personal finance', 'description': 'Personal finance'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '847894852779900928', 'name': 'Stocks & indices', 'description': 'Stocks'}}]"
342,2020-07-10T02:59:25.000Z,"{'retweet_count': 59, 'reply_count': 36, 'like_count': 664, 'quote_count': 9}","Welcome to the club, Astronauts. https://t.co/d67z38G6sc","{'urls': [{'start': 33, 'end': 56, 'url': 'https://t.co/d67z38G6sc', 'expanded_url': 'https://twitter.com/virgingalactic/status/1281314425258086406', 'display_url': 'twitter.com/virgingalactic…'}]}",1281422749685018625,
343,2020-07-09T20:12:00.000Z,"{'retweet_count': 58, 'reply_count': 91, 'like_count': 1029, 'quote_count': 15}",🚀 🤔 😘 💪🏽,,1281320217725952000,
344,2020-07-08T17:33:20.000Z,"{'retweet_count': 142, 'reply_count': 79, 'like_count': 1352, 'quote_count': 24}","I’m not talking about rich,
I’m talking about wealth...

https://t.co/niP3rLxy83","{'urls': [{'start': 57, 'end': 80, 'url': 'https://t.co/niP3rLxy83', 'expanded_url': 'https://www.instagram.com/tv/CCXDfdlJprA/?igshid=1t732g9rzwzek', 'display_url': 'instagram.com/tv/CCXDfdlJprA…'}]}",1280917901491335168,
345,2020-07-08T16:28:18.000Z,"{'retweet_count': 93, 'reply_count': 58, 'like_count': 973, 'quote_count': 15}","You can safely be long New OEMs and short Legacy OEMs as a strategy and will probably make a lot more money predictably than by trying to short one of these rocket ships with a “valuation thesis”.

#TheMoreYouKnow 🌈","{'hashtags': [{'start': 198, 'end': 213, 'tag': 'TheMoreYouKnow'}]}",1280901536004976642,
346,2020-07-08T16:28:18.000Z,"{'retweet_count': 47, 'reply_count': 9, 'like_count': 437, 'quote_count': 3}","So TSLA and new OEMs (as they go public) will tend to over perform because market knows there’s little market risk left - adoption, consumer desire is clear. 

Execution risk still exists though so OEMs that can/have deliver supply will be the long term winners.","{'annotations': [{'start': 3, 'end': 6, 'probability': 0.7448, 'type': 'Organization', 'normalized_text': 'TSLA'}, {'start': 16, 'end': 19, 'probability': 0.4399, 'type': 'Organization', 'normalized_text': 'OEMs'}]}",1280901535208095744,
347,2020-07-08T16:28:18.000Z,"{'retweet_count': 48, 'reply_count': 36, 'like_count': 560, 'quote_count': 12}","1) Traditional Autos market cap is going to zero. Not a judgement, just an observation. 

2) People wants climate sustainability. 

3) New TAM of sustainable EVs is huge but TBD because we don’t know yet how to size final market of EV cars, buses, trucks, eVTOL.",,1280901534444740614,"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '854692455005921281', 'name': 'Science', 'description': 'Science'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847528391163092993', 'name': 'Automotive', 'description': 'Car culture'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '847528576551337984', 'name': 'Hybrid and electric vehicles', 'description': 'Hybrid and electric vehicles'}}]"
348,2020-07-08T16:28:18.000Z,"{'retweet_count': 254, 'reply_count': 86, 'like_count': 1851, 'quote_count': 48}","After 20 yrs of building tech co’s, I have learned that these backward looking takes are ALWAYS wrong and cement more support for the startup in question, not less.

So here’s a simple HOT TAKE on $TSLA https://t.co/TiwnepXDUz","{'cashtags': [{'start': 197, 'end': 202, 'tag': 'TSLA'}], 'urls': [{'start': 203, 'end': 226, 'url': 'https://t.co/TiwnepXDUz', 'expanded_url': 'https://twitter.com/reillybrennan/status/1280693495276199941', 'display_url': 'twitter.com/reillybrennan/…'}]}",1280901532980936704,"[{'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10038110208', 'name': 'Tech&Co', 'description': 'En direct chaque soir du lundi au jeudi, Sébastien Couasnon recevra pendant une heure les plus grands acteurs du numérique.'}}, {'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596740190208', 'name': 'CPG'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596153057282', 'name': 'Alcohol'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026388983', 'name': 'Captain Morgan'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '834828264786898945', 'name': 'Drinks', 'description': 'Drinks'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '834828445238431744', 'name': 'Generic Drinks', 'description': 'Generic Drinks'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '847894852779900928', 'name': 'Stocks & indices', 'description': 'Stocks'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '850429726850076672', 'name': 'Rum', 'description': 'Rum'}}, {'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781972125171060736', 'name': 'Auto'}}, {'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596148793345', 'name': 'Business & finance'}}, {'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596740190208', 'name': 'CPG'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781972125179518977', 'name': 'Auto Manufacturer'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596153057282', 'name': 'Alcohol'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596794716162', 'name': 'Financial services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026388983', 'name': 'Captain Morgan'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10041116624', 'name': 'Morgan Stanley'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10044199219', 'name': 'Tesla Motors'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847528391163092993', 'name': 'Automotive', 'description': 'Car culture'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847529762566230016', 'name': 'Business and finance', 'description': 'Business'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '847528576551337984', 'name': 'Hybrid and electric vehicles', 'description': 'Hybrid and electric vehicles'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '847528646185070592', 'name': 'Luxury Cars', 'description': 'Luxury'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '849075881653846016', 'name': 'Startups', 'description': 'Startups'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '857878257630195712', 'name': 'Government', 'description': 'Government'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '898654185146560512', 'name': 'Energy Technology', 'description': 'Energy Technology'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10044199219', 'name': 'Tesla Motors'}}]"
349,2020-07-08T05:05:21.000Z,"{'retweet_count': 14, 'reply_count': 25, 'like_count': 209, 'quote_count': 3}","Also re:$SHOP, I’m sure it’s obvious but in case it’s not, as a stock’s valuation/discussion framework “levels up” from label to label (ie from 4–&gt;5–&gt;6) the most profit maximizing thing to do is NOT short or sell but be levered long...",,1280729665636724737,
350,2020-07-07T16:08:22.000Z,"{'retweet_count': 18, 'reply_count': 17, 'like_count': 368, 'quote_count': 1}","Also, for those that want to refine your toolkit when you read this, dont overreact with random single stock names.

The skill comes in figuring out what the market believes is the right window of time for acceptable returns and it’s WACC before you scream short or long.",,1280534128731934720,
351,2020-07-07T15:57:06.000Z,"{'retweet_count': 19, 'reply_count': 8, 'like_count': 364, 'quote_count': 2}","Note: early stage tech investing is effectively buying 5s and 6s in a Series A and watching them migrate to 1s over time

Note: we can backtest usefulness by looking at +/- 6 mos of price performance for every transition from one label to another. 

Note: eg $SHOP market cap","{'annotations': [{'start': 55, 'end': 56, 'probability': 0.6775, 'type': 'Product', 'normalized_text': '5s'}, {'start': 62, 'end': 63, 'probability': 0.7227, 'type': 'Product', 'normalized_text': '6s'}], 'cashtags': [{'start': 259, 'end': 264, 'tag': 'SHOP'}]}",1280531295886389248,"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847529762566230016', 'name': 'Business and finance', 'description': 'Business'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '847888632711061504', 'name': 'Personal finance', 'description': 'Personal finance'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '847894353708068864', 'name': 'Investing', 'description': 'Investing'}}]"
352,2020-07-07T15:57:06.000Z,"{'retweet_count': 22, 'reply_count': 13, 'like_count': 425, 'quote_count': 2}","We can define market as “the market” or as a sub sector like Tech or SaaS

If someone wants to build this, maintain it and publish results quarterly, I’ll contribute some money to start it so we can all benefit.",,1280531293667647495,
353,2020-07-07T15:57:05.000Z,"{'retweet_count': 36, 'reply_count': 17, 'like_count': 581, 'quote_count': 2}","I propose we build a classifier that crawls research reports, online communities, fintwit etc to identify which version is mentioned most at any given time:

1s and 2s define a buyers market

3s and 4s indicate a topping market

5s and 6s point to an overvalued market","{'annotations': [{'start': 236, 'end': 237, 'probability': 0.6801, 'type': 'Product', 'normalized_text': '6s'}]}",1280531292359061504,
354,2020-07-07T15:57:05.000Z,"{'retweet_count': 789, 'reply_count': 138, 'like_count': 4542, 'quote_count': 87}","How to spot a bubble:

I believe there are roughly 6 stages of a market’s valuation. People use different methods to justify buying stocks in each phase:

1. Multiple of FCF
2. Multiple of EBITDA
3. Multiple of Revenue
4. Multiple of ARR
5. Multiple of Bookings
6. Multiple of GMV",,1280531290635157505,
355,2020-07-06T17:06:52.000Z,"{'retweet_count': 1062, 'reply_count': 190, 'like_count': 6142, 'quote_count': 90}",JUST IN: you can audit most of the courses you need for any Harvard undergrad for free online and not get yourself $50k in debt PER YEAR https://t.co/FKu0g0EHhD,"{'annotations': [{'start': 60, 'end': 66, 'probability': 0.6939, 'type': 'Organization', 'normalized_text': 'Harvard'}], 'urls': [{'start': 137, 'end': 160, 'url': 'https://t.co/FKu0g0EHhD', 'expanded_url': 'https://twitter.com/darrenrovell/status/1280165513264586756', 'display_url': 'twitter.com/darrenrovell/s…'}]}",1280186462567149573,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596157251587', 'name': 'Government/Education'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596165570560', 'name': 'Education Related'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10047480136', 'name': 'Harvard University', 'description': 'Harvard University'}}]"
356,2020-07-06T17:05:16.000Z,"{'retweet_count': 638, 'reply_count': 81, 'like_count': 2988, 'quote_count': 16}",STOP LOOTING! https://t.co/65mwhK4Dbt,"{'urls': [{'start': 14, 'end': 37, 'url': 'https://t.co/65mwhK4Dbt', 'expanded_url': 'https://twitter.com/AP/status/1280129922896474113', 'display_url': 'twitter.com/AP/status/1280…'}]}",1280186063357571073,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]"
357,2020-07-04T17:24:59.000Z,"{'retweet_count': 34, 'reply_count': 33, 'like_count': 663, 'quote_count': 1}","To be clear, I’m not suggesting 100% of immigration policy be run like this. We need a certain percentage for families and for refugees (I was one).

But I think whatever % we give to talent recruiting, it should be focused on winning long term and building a talent monopoly.",,1279466246409338880,"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847544972781826048', 'name': 'Careers', 'description': 'Careers'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '961961812492148736', 'name': 'Recruitment', 'description': 'Recruitment'}}]"
358,2020-07-04T17:08:30.000Z,"{'retweet_count': 116, 'reply_count': 16, 'like_count': 1245, 'quote_count': 3}","No matter what, the current position makes no sense. 

Corollary: 40% of the Fortune 500 are companies started by immigrants or their kids.

Corollary: if we go back far enough, 100% of everything was started by an immigrant who left a shittier team for the USA.

Go 🇺🇸, Happy 4th","{'annotations': [{'start': 258, 'end': 260, 'probability': 0.9381, 'type': 'Place', 'normalized_text': 'USA'}]}",1279462098699862016,
